timestamp,open,high,low,close,volume
2020-12-11 20:00:00,273.0800,273.0800,272.8000,272.8000,2564
2020-12-11 19:55:00,272.9000,272.9000,272.9000,272.9000,1003
2020-12-11 19:50:00,273.1500,273.1500,273.1000,273.1000,625
2020-12-11 19:30:00,272.9100,272.9100,272.9000,272.9000,610
2020-12-11 19:25:00,273.0100,273.0100,273.0000,273.0000,945
2020-12-11 19:20:00,273.0700,273.0800,273.0700,273.0800,927
2020-12-11 19:15:00,273.1000,273.1300,273.0900,273.1300,3482
2020-12-11 18:40:00,273.0800,273.0800,273.0800,273.0800,143
2020-12-11 18:15:00,273.0200,273.0200,273.0200,273.0200,202
2020-12-11 18:10:00,273.1800,273.1800,273.1800,273.1800,760
2020-12-11 18:05:00,273.2200,273.2200,273.2200,273.2200,110
2020-12-11 17:55:00,273.3000,273.3000,273.0500,273.0500,414
2020-12-11 17:35:00,273.3800,273.3800,273.3800,273.3800,220
2020-12-11 17:25:00,273.3000,273.3000,273.3000,273.3000,368
2020-12-11 17:15:00,273.3500,273.3500,273.3500,273.3500,373
2020-12-11 17:10:00,273.5400,273.5500,273.5400,273.5500,679
2020-12-11 17:05:00,273.5396,273.5400,273.2800,273.2800,591
2020-12-11 17:00:00,273.5400,273.5400,273.5400,273.5400,207
2020-12-11 16:55:00,273.5500,273.5500,273.3500,273.3500,985
2020-12-11 16:45:00,273.5400,273.5500,273.3100,273.3100,1311
2020-12-11 16:30:00,273.5000,273.5000,273.5000,273.5000,379
2020-12-11 16:25:00,273.3000,273.5500,273.3000,273.5000,16655
2020-12-11 16:20:00,273.4500,273.5774,273.4500,273.5000,6423
2020-12-11 16:10:00,273.5200,273.5500,273.1480,273.2500,34820
2020-12-11 16:05:00,273.5500,273.5500,273.1100,273.5500,392106
2020-12-11 16:00:00,273.0300,273.6000,272.7600,273.5800,1049887
2020-12-11 15:55:00,272.5000,273.1400,272.4300,273.0717,312126
2020-12-11 15:50:00,273.3700,273.4300,272.4703,272.5250,175117
2020-12-11 15:45:00,273.7700,274.0300,273.1700,273.3500,183662
2020-12-11 15:40:00,273.6300,274.0300,273.6300,273.7800,130784
2020-12-11 15:35:00,273.8400,274.0900,273.5700,273.5900,318170
2020-12-11 15:30:00,273.5201,273.9450,273.5201,273.8300,113778
2020-12-11 15:25:00,273.9600,274.0300,273.4500,273.5300,120857
2020-12-11 15:20:00,273.5500,274.1200,273.5400,273.9744,161184
2020-12-11 15:15:00,272.9000,273.5600,272.9000,273.5100,185606
2020-12-11 15:10:00,273.1300,273.1899,272.7100,272.8800,215946
2020-12-11 15:05:00,273.3600,273.7350,273.0800,273.1100,88984
2020-12-11 15:00:00,273.5400,273.7700,273.2000,273.3900,146073
2020-12-11 14:55:00,273.7300,273.8000,273.4887,273.5400,93668
2020-12-11 14:50:00,273.9300,273.9710,273.5700,273.7500,96894
2020-12-11 14:45:00,273.9200,274.1900,273.7104,273.9000,96451
2020-12-11 14:40:00,274.0000,274.1400,273.7900,273.8358,82174
2020-12-11 14:35:00,273.8500,274.0700,273.7100,274.0200,80836
2020-12-11 14:30:00,273.7800,273.8500,273.5000,273.8300,69377
2020-12-11 14:25:00,273.4900,273.8200,273.4000,273.7700,129199
2020-12-11 14:20:00,273.2060,273.5099,273.2000,273.5099,71014
2020-12-11 14:15:00,273.4300,273.4700,273.1500,273.2100,66755
2020-12-11 14:10:00,273.0400,273.5597,273.0250,273.4200,90807
2020-12-11 14:05:00,273.1600,273.2500,272.9200,272.9900,70742
2020-12-11 14:00:00,272.8700,273.2700,272.8500,273.1500,113510
2020-12-11 13:55:00,272.3047,273.3500,272.3000,272.8400,173784
2020-12-11 13:50:00,272.5100,272.5473,272.2226,272.3050,70398
2020-12-11 13:45:00,272.9450,272.9450,272.3440,272.5200,102017
2020-12-11 13:40:00,272.4738,273.1100,272.3548,272.9550,127456
2020-12-11 13:35:00,271.9500,272.6000,271.9500,272.4700,111143
2020-12-11 13:30:00,271.8700,272.0050,271.6100,271.9400,91946
2020-12-11 13:25:00,272.1700,272.1754,271.8400,271.8400,498537
2020-12-11 13:20:00,272.0100,272.4300,272.0000,272.1500,96464
2020-12-11 13:15:00,271.7500,272.3300,271.7000,272.0100,106744
2020-12-11 13:10:00,271.8000,272.0000,271.6301,271.7642,125463
2020-12-11 13:05:00,271.3800,271.8300,271.3100,271.8300,165637
2020-12-11 13:00:00,271.3500,271.5800,271.1700,271.4100,109805
2020-12-11 12:55:00,270.8322,271.3400,270.7600,271.3400,157904
2020-12-11 12:50:00,270.6345,270.8640,270.2500,270.8640,295748
2020-12-11 12:45:00,270.8900,271.0000,270.4000,270.6300,256818
2020-12-11 12:40:00,271.4800,271.4850,270.7940,270.9100,249090
2020-12-11 12:35:00,272.1700,272.2000,271.2800,271.5000,179953
2020-12-11 12:30:00,272.2300,272.3300,272.0000,272.1800,83173
2020-12-11 12:25:00,272.4450,272.4700,271.9800,272.2300,126257
2020-12-11 12:20:00,272.4550,272.9800,272.3500,272.4500,97519
2020-12-11 12:15:00,272.2400,272.5200,272.1900,272.4700,83253
2020-12-11 12:10:00,272.4500,272.6999,272.1600,272.2028,98472
2020-12-11 12:05:00,272.6900,272.9400,272.4500,272.4500,77350
2020-12-11 12:00:00,272.6700,272.9600,272.4300,272.6900,122050
2020-12-11 11:55:00,272.4000,272.7890,272.3550,272.6356,86572
2020-12-11 11:50:00,272.3700,272.7300,272.0400,272.4200,119728
2020-12-11 11:45:00,272.0200,272.8200,271.9000,272.4100,116453
2020-12-11 11:40:00,272.7700,272.9300,271.9370,272.0103,241124
2020-12-11 11:35:00,272.5200,273.0350,272.5200,272.7800,103169
2020-12-11 11:30:00,273.2700,273.4200,272.4500,272.5736,136022
2020-12-11 11:25:00,273.8100,273.8700,273.1800,273.2300,145570
2020-12-11 11:20:00,273.9157,274.0100,273.6700,273.8100,60562
2020-12-11 11:15:00,273.6900,274.0400,273.5800,273.9200,94988
2020-12-11 11:10:00,274.0000,274.0600,273.6400,273.6567,99269
2020-12-11 11:05:00,274.2600,274.6190,273.9101,274.0000,90995
