timestamp,open,high,low,close,volume
2020-12-11 19:45:00,44.2900,44.2900,44.2900,44.2900,120
2020-12-11 19:25:00,44.2900,44.2900,44.2900,44.2900,121
2020-12-11 18:20:00,44.2900,44.2900,44.2900,44.2900,265
2020-12-11 18:00:00,44.3300,44.3300,44.3300,44.3300,190
2020-12-11 17:55:00,44.3400,44.3400,44.3400,44.3400,122
2020-12-11 17:30:00,44.3200,44.3200,44.3200,44.3200,500
2020-12-11 17:25:00,44.4500,44.4500,44.4500,44.4500,103
2020-12-11 17:00:00,44.3200,44.3200,44.3200,44.3200,177
2020-12-11 16:45:00,44.3200,44.3200,44.3200,44.3200,1500
2020-12-11 16:40:00,44.3201,44.3201,44.3201,44.3201,101
2020-12-11 16:30:00,44.4600,44.4600,44.4600,44.4600,200
2020-12-11 16:25:00,44.3200,44.3200,44.3200,44.3200,7759
2020-12-11 16:20:00,44.3156,44.3156,44.3156,44.3156,321
2020-12-11 16:15:00,44.4300,44.4300,44.4300,44.4300,200
2020-12-11 16:05:00,44.3200,44.4700,44.3200,44.4700,681456
2020-12-11 16:00:00,44.2550,44.3300,44.2400,44.3300,1112694
2020-12-11 15:55:00,44.1900,44.2800,44.1900,44.2600,391071
2020-12-11 15:50:00,44.2650,44.2800,44.1800,44.1900,290098
2020-12-11 15:45:00,44.2800,44.3250,44.2550,44.2601,163818
2020-12-11 15:40:00,44.2400,44.2983,44.2317,44.2700,116489
2020-12-11 15:35:00,44.2400,44.2850,44.2300,44.2350,155612
2020-12-11 15:30:00,44.2610,44.2700,44.2300,44.2400,114736
2020-12-11 15:25:00,44.2550,44.2850,44.2500,44.2600,101403
2020-12-11 15:20:00,44.2000,44.2900,44.1950,44.2550,173283
2020-12-11 15:15:00,44.1650,44.2000,44.1500,44.1950,80824
2020-12-11 15:10:00,44.1550,44.1800,44.1400,44.1600,142227
2020-12-11 15:05:00,44.1400,44.1700,44.1400,44.1550,106755
2020-12-11 15:00:00,44.1700,44.1800,44.1200,44.1350,92364
2020-12-11 14:55:00,44.1200,44.1750,44.1050,44.1750,102301
2020-12-11 14:50:00,44.1150,44.1450,44.1000,44.1200,76756
2020-12-11 14:45:00,44.1050,44.1400,44.0800,44.1100,95643
