timestamp,open,high,low,close,volume
2020-12-11 19:35:00,124.1500,124.1500,124.1500,124.1500,200
2020-12-11 17:45:00,124.1500,124.1600,124.1500,124.1600,312
2020-12-11 17:20:00,124.2900,124.2900,124.2800,124.2800,1095
2020-12-11 16:25:00,124.2700,124.2700,124.2700,124.2700,5195
2020-12-11 16:20:00,124.2824,124.2824,124.2824,124.2824,703
2020-12-11 16:15:00,124.3500,124.3500,124.3500,124.3500,1101
2020-12-11 16:10:00,124.2800,124.2800,124.2800,124.2800,22501
2020-12-11 16:05:00,124.2700,124.2700,124.2700,124.2700,94598
2020-12-11 16:00:00,124.5000,124.5500,124.2400,124.2700,262673
2020-12-11 15:55:00,124.7000,124.7200,124.4300,124.5250,116576
2020-12-11 15:50:00,124.7900,124.8100,124.6600,124.7100,54658
2020-12-11 15:45:00,124.7900,124.8900,124.7700,124.7850,41500
2020-12-11 15:40:00,124.7350,124.8650,124.7200,124.7950,39133
2020-12-11 15:35:00,124.8200,124.8200,124.7201,124.7550,33581
2020-12-11 15:30:00,124.9350,124.9573,124.8032,124.8150,48706
2020-12-11 15:25:00,125.0800,125.0820,124.9300,124.9400,31904
2020-12-11 15:20:00,124.9000,125.1200,124.9000,125.0900,34685
2020-12-11 15:15:00,124.8500,124.8900,124.7600,124.8900,26343
2020-12-11 15:10:00,124.8400,124.8720,124.8200,124.8320,25277
2020-12-11 15:05:00,124.8400,124.9000,124.8000,124.8300,25174
2020-12-11 15:00:00,124.9900,124.9950,124.8300,124.8300,26830
2020-12-11 14:55:00,125.0600,125.0800,124.9500,124.9900,22396
2020-12-11 14:50:00,125.0500,125.1100,125.0100,125.0700,20480
2020-12-11 14:45:00,125.0200,125.1000,124.9800,125.0500,34470
2020-12-11 14:40:00,125.0400,125.0400,124.9600,125.0005,18818
2020-12-11 14:35:00,124.9200,125.0800,124.9148,125.0400,19162
2020-12-11 14:30:00,124.9700,125.0000,124.8100,124.9200,19897
2020-12-11 14:25:00,125.0500,125.0500,124.9400,124.9650,20892
2020-12-11 14:20:00,124.9700,125.0800,124.9700,125.0700,23014
2020-12-11 14:15:00,124.9600,124.9811,124.9100,124.9700,15513
2020-12-11 14:10:00,124.9600,125.0700,124.9000,124.9500,16006
2020-12-11 14:05:00,125.0601,125.1000,124.9550,124.9600,27027
2020-12-11 14:00:00,125.1245,125.1800,124.9800,125.0700,32932
2020-12-11 13:55:00,124.8400,125.1550,124.8400,125.1500,36411
2020-12-11 13:50:00,124.8130,124.8860,124.7400,124.8300,31005
2020-12-11 13:45:00,124.9100,124.9100,124.8200,124.8300,25813
2020-12-11 13:40:00,124.8900,125.0000,124.8900,124.9200,27860
2020-12-11 13:35:00,124.8900,124.9100,124.8000,124.8722,22728
2020-12-11 13:30:00,124.6766,124.8900,124.6766,124.8500,26990
2020-12-11 13:25:00,124.7000,124.7273,124.6500,124.6700,13688
2020-12-11 13:20:00,124.7770,124.8800,124.6700,124.6900,23458
2020-12-11 13:15:00,124.6400,124.7900,124.6400,124.7770,18599
2020-12-11 13:10:00,124.8050,124.8050,124.5900,124.6500,18837
2020-12-11 13:05:00,124.8134,124.8700,124.7400,124.8000,23612
2020-12-11 13:00:00,124.8300,124.8400,124.7800,124.8200,16318
2020-12-11 12:55:00,124.8200,124.9000,124.8169,124.8200,18633
2020-12-11 12:50:00,124.7700,124.8379,124.6616,124.8379,28609
2020-12-11 12:45:00,124.6650,124.8400,124.6500,124.7500,36281
2020-12-11 12:40:00,124.5000,124.6600,124.4850,124.6500,27325
2020-12-11 12:35:00,124.6350,124.6363,124.5000,124.5200,15759
2020-12-11 12:30:00,124.5450,124.6900,124.5200,124.6600,19706
2020-12-11 12:25:00,124.4348,124.5600,124.3301,124.5500,19086
2020-12-11 12:20:00,124.5350,124.6381,124.4300,124.4300,26375
2020-12-11 12:15:00,124.6500,124.6700,124.5100,124.5350,23791
2020-12-11 12:10:00,124.6400,124.7400,124.5900,124.6300,19883
2020-12-11 12:05:00,124.7300,124.7600,124.6100,124.6300,35044
2020-12-11 12:00:00,124.6300,124.7350,124.6000,124.7100,59936
2020-12-11 11:55:00,124.7700,124.7900,124.5700,124.6200,32739
2020-12-11 11:50:00,124.6100,124.7900,124.5700,124.7700,25984
2020-12-11 11:45:00,124.6600,124.6900,124.5700,124.6400,42536
2020-12-11 11:40:00,124.7300,124.7300,124.5500,124.6660,34018
2020-12-11 11:35:00,124.7400,124.8650,124.7100,124.7100,33366
2020-12-11 11:30:00,124.8150,124.8400,124.7500,124.7500,29420
2020-12-11 11:25:00,125.0400,125.0400,124.8100,124.8100,35882
2020-12-11 11:20:00,125.2400,125.3000,125.0400,125.0500,35228
2020-12-11 11:15:00,125.0555,125.2635,125.0555,125.2550,20536
2020-12-11 11:10:00,125.0400,125.2400,125.0100,125.0600,32066
2020-12-11 11:05:00,125.1600,125.2710,124.9500,124.9900,83203
2020-12-11 11:00:00,125.3200,125.3700,125.1600,125.1600,51221
2020-12-11 10:55:00,125.3900,125.5100,125.3300,125.3300,58151
2020-12-11 10:50:00,125.3000,125.4300,125.2460,125.3900,55661
2020-12-11 10:45:00,125.3000,125.3300,125.2100,125.3000,70398
2020-12-11 10:40:00,125.0500,125.3000,124.9400,125.2887,76508
2020-12-11 10:35:00,124.7600,125.0600,124.7405,125.0400,105218
2020-12-11 10:30:00,124.5400,124.7759,124.5400,124.7350,107892
2020-12-11 10:25:00,124.7100,124.7700,124.5200,124.5265,81876
2020-12-11 10:20:00,123.9550,124.7350,123.9500,124.7100,68952
2020-12-11 10:15:00,124.1000,124.1200,123.9000,123.9700,39777
2020-12-11 10:10:00,124.1400,124.2200,124.0400,124.0900,43832
2020-12-11 10:05:00,124.1000,124.3800,124.0900,124.1800,49788
2020-12-11 10:00:00,124.2100,124.2215,123.9900,124.0900,39624
2020-12-11 09:55:00,123.7500,124.2050,123.6100,124.2050,48502
2020-12-11 09:50:00,124.1900,124.3050,123.7500,123.7700,78883
2020-12-11 09:45:00,124.2000,124.3900,124.1100,124.1200,48294
2020-12-11 09:40:00,124.3200,124.3900,124.0300,124.1600,54335
2020-12-11 09:35:00,124.0800,124.5900,123.9600,124.2200,241585
2020-12-11 09:30:00,124.4200,124.6000,124.1900,124.1900,4203
2020-12-11 09:25:00,124.0317,124.0317,124.0300,124.0300,300
2020-12-11 09:10:00,124.0300,124.0300,124.0300,124.0300,243
2020-12-11 09:05:00,123.9000,124.0300,123.9000,124.0300,727
2020-12-11 09:00:00,124.0000,124.0000,123.9000,123.9000,368
2020-12-11 08:40:00,124.1300,124.1300,123.9000,123.9000,423
2020-12-11 08:35:00,123.8500,123.9400,123.8500,123.8500,730
2020-12-11 08:20:00,124.0201,124.0201,124.0200,124.0200,420
2020-12-11 08:15:00,124.0200,124.0200,124.0200,124.0200,304
2020-12-11 08:05:00,124.0001,124.4900,123.7600,123.7600,2020
2020-12-11 07:45:00,123.7700,123.7700,123.7700,123.7700,209
2020-12-11 07:30:00,123.9100,123.9100,123.9100,123.9100,210
2020-12-11 07:25:00,124.2000,124.2000,124.2000,124.2000,100
2020-12-11 07:20:00,123.9900,123.9900,123.9600,123.9600,212
